Pcp_File_Version=4
    3
    1  0.000000e+000  1.000000e+000  1.000000e+000
    2 -1.500000e+001  1.000000e+000  1.000000e+000
    3 -2.500000e+001  1.000000e+000  1.000000e+000
   51    0    0    1 x         h      Mat  Lay      Beta           Axz            Bxz            Dxz          Temp          Conc           SConc
   34 -1.650000e+001 -1.000000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   35 -1.700000e+001 -1.000000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   36 -1.750000e+001 -1.000000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   37 -1.800000e+001 -1.000000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   38 -1.850000e+001 -1.000000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   39 -1.900000e+001 -1.000000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   40 -1.950000e+001 -1.000000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   41 -2.000000e+001 -1.000000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   42 -2.050000e+001 -1.000000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   43 -2.100000e+001 -1.000000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   44 -2.150000e+001 -1.000000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   45 -2.200000e+001 -1.000000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   46 -2.250000e+001 -1.000000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   47 -2.300000e+001 -1.000000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   48 -2.350000e+001 -1.000000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   49 -2.400000e+001 -1.000000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   50 -2.450000e+001 -1.000000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
   51 -2.500000e+001 -1.000000e+002    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
1
   31
